Generic_Name,Strength,Brand_Name,Molecule,Manufacturer,Price_INR,Availability,Therapeutic_Class,Is_Available
Atorvastatin,20.0,Torvason 20mg Tablet,Atorvastatin (20mg),Unison Pharmaceuticals Pvt Ltd,49.1,In Stock,Cardiac,1
Atorvastatin,20.0,Astin 20 Tablet,Atorvastatin (20mg),Micro Labs Ltd,388.0,In Stock,Cardiac,1
Atorvastatin,20.0,MACtor 20 Tablet,Atorvastatin (20mg),Macleods Pharmaceuticals Pvt Ltd,105.0,In Stock,Cardiac,1
Atorvastatin,20.0,Liponorm 20mg Tablet,Atorvastatin (20mg),Blue Cross Laboratories Ltd,93.7,In Stock,Cardiac,1
Atorvastatin,20.0,Atrastin 20mg Tablet,Atorvastatin (20mg),Aush Pharma LLP,120.0,In Stock,Cardiac,1
Atorvastatin,20.0,atorFIT 20 Tablet,Atorvastatin (20mg),Ajanta Pharma Limited,207.0,In Stock,Cardiac,1
Atorvastatin,20.0,aTROlet 20mg Tablet,Atorvastatin (20mg),Caplet India Pvt Ltd,82.27,In Stock,Cardiac,1
Atorvastatin,20.0,StaTix 20 Tablet,Atorvastatin (20mg),Eris Lifesciences Limited,196.0,In Stock,Cardiac,1
Atorvastatin,20.0,Atocare 20mg Tablet,Atorvastatin (20mg),Signova Pharma Pvt Ltd,124.0,In Stock,Cardiac,1
Atorvastatin,20.0,Caditor 20 Tablet,Atorvastatin (20mg),Cadila Pharmaceuticals Ltd,188.0,In Stock,Cardiac,1
Atorvastatin,20.0,Atorica 20 Tablet,Atorvastatin (20mg),Aprica Pharmaceuticals Pvt Ltd,194.0,In Stock,Cardiac,1
Atorvastatin,20.0,Dot-Stat 20 Tablet,Atorvastatin (20mg),Three Dots Lifescience,128.0,In Stock,Cardiac,1
Atorvastatin,20.0,Dispitor 20 Tablet,Atorvastatin (20mg),La Renon Healthcare Pvt Ltd,128.0,In Stock,Cardiac,1
Atorvastatin,20.0,Atorlife 20mg Tablet,Atorvastatin (20mg),Exmo Biogenics Pvt. Ltd.,69.0,In Stock,Cardiac,1
Atorvastatin,20.0,Lifestin 20mg Tablet,Atorvastatin (20mg),LifeCare Formulation Pvt Ltd,101.0,In Stock,Cardiac,1
Atorvastatin,20.0,Atorvee 20mg Tablet,Atorvastatin (20mg),Roussel Laboratories Pvt Ltd,96.6,In Stock,Cardiac,1
Atorvastatin,20.0,Atoroll 20mg Tablet,Atorvastatin (20mg),Vhb Life Sciences Inc,116.0,In Stock,Cardiac,1
Atorvastatin,20.0,Provator 20mg Tablet,Atorvastatin (20mg),Prism Life Sciences Ltd,90.1,In Stock,Cardiac,1
Atorvastatin,20.0,Atorem 20mg Tablet,Atorvastatin (20mg),MSN Laboratories,106.0,In Stock,Cardiac,1
Atorvastatin,20.0,Elvas 20mg Tablet,Atorvastatin (20mg),Lancer Health Care Pvt Ltd,47.2,In Stock,Cardiac,1
Atorvastatin,20.0,Atorcure 20mg Tablet,Atorvastatin (20mg),Aelida Healthcare,129.0,In Stock,Cardiac,1
Atorvastatin,20.0,Cadvas 20mg Tablet,Atorvastatin (20mg),Theogen Pvt Ltd,106.0,In Stock,Cardiac,1
Atorvastatin,20.0,Athin 20mg Tablet,Atorvastatin (20mg),Nuwill Biotech Pvt Ltd,96.6,In Stock,Cardiac,1
Atorvastatin,20.0,Danavish Atorvastatin 20mg Tablet,Atorvastatin (20mg),Danavish Healthcare,17.9,Out of Stock,Cardiac,0
Atorvastatin,20.0,Atorfine 20mg Tablet,Atorvastatin (20mg),Medimax Pharma,119.0,In Stock,Cardiac,1
Atorvastatin,20.0,Rovatin 20mg Tablet,Atorvastatin (20mg),Focus Healthcare,65.4,In Stock,Cardiac,1
Atorvastatin,20.0,Frovast 20mg Tablet,Atorvastatin (20mg),Frank Medilink,110.0,In Stock,Cardiac,1
Atorvastatin,20.0,Violip 20mg Tablet,Atorvastatin (20mg),Pulse Pharmaceuticals,88.3,In Stock,Cardiac,1
Atorvastatin,20.0,Ecotor 20mg Tablet,Atorvastatin (20mg),Bonsai Pharma,41.4,In Stock,Cardiac,1
Atorvastatin,20.0,Bvas 20mg Tablet,Atorvastatin (20mg),Biomax Laboratories,123.0,In Stock,Cardiac,1
Atorvastatin,20.0,Lipiwin 20mg Tablet,Atorvastatin (20mg),Mediwin Pharmaceuticals,108.0,In Stock,Cardiac,1
Atorvastatin,20.0,Tiginor 20mg Tablet,Atorvastatin (20mg),Incepta Pharma,54.3,In Stock,Cardiac,1
Atorvastatin,20.0,Atorstase 20mg Tablet,Atorvastatin (20mg),Godase Healthcare,98.4,In Stock,Cardiac,1
Atorvastatin,20.0,Tecvas 20mg Tablet,Atorvastatin (20mg),Supermax Laboratories,90.1,In Stock,Cardiac,1
Atorvastatin,20.0,Diplostate 20mg Tablet,Atorvastatin (20mg),Novagen Pharmaceuticals,120.0,In Stock,Cardiac,1
Atorvastatin,20.0,Synator 20mg Tablet,Atorvastatin (20mg),Synmedic Laboratories,75.4,In Stock,Cardiac,1
Atorvastatin,20.0,Lipifit 20mg Tablet,Atorvastatin (20mg),Global Care,99.3,In Stock,Cardiac,1
Atorvastatin,20.0,Avytor 20mg Tablet,Atorvastatin (20mg),Avyukt Pharmaceuticals,98.4,In Stock,Cardiac,1
Atorvastatin,20.0,Cutin 20 Tablet,Atorvastatin (20mg),Cubit Healthcare,87.4,In Stock,Cardiac,1
Atorvastatin,20.0,Atorcyn 20 Tablet,Atorvastatin (20mg),Supracyn Pharma,88.3,In Stock,Cardiac,1
Atorvastatin,20.0,Arstatin 20 Tablet,Atorvastatin (20mg),Aretaeus Pharmaceuticals,124.0,In Stock,Cardiac,1
Atorvastatin,20.0,Atetor 20 Tablet,Atorvastatin (20mg),Cista Medicorp,98.4,In Stock,Cardiac,1
Atorvastatin,20.0,Univas 20 Tablet,Atorvastatin (20mg),Uniroyal Biotech,59.8,In Stock,Cardiac,1
Atorvastatin,20.0,Zenvast 20mg Tablet,Atorvastatin (20mg),Indizen Pharmaceutical,106.0,In Stock,Cardiac,1
Atorvastatin,20.0,Atogold 20mg Tablet,Atorvastatin (20mg),3D Healthcare,124.0,In Stock,Cardiac,1
Atorvastatin,20.0,Lipired 20mg Tablet,Atorvastatin (20mg),Jamedex Pharma,122.0,In Stock,Cardiac,1
Atorvastatin,20.0,Statuwun 20mg Tablet,Atorvastatin (20mg),Wunderz Pharmaceuticals,96.6,In Stock,Cardiac,1
Atorvastatin,20.0,Atorix 20mg Tablet,Atorvastatin (20mg),Matrix Healthcare,53.3,In Stock,Cardiac,1
Atorvastatin,20.0,Atorway 20mg Tablet,Atorvastatin (20mg),SBM Pharmaceuticals,109.0,In Stock,Cardiac,1
Atorvastatin,20.0,Hivas 20mg Tablet,Atorvastatin (20mg),HiGlance Laboratories,88.3,In Stock,Cardiac,1
Atorvastatin,20.0,Atorfab 20mg Tablet,Atorvastatin (20mg),Biomorph Lifesciences,87.4,In Stock,Cardiac,1
Atorvastatin,20.0,Atorgem 20mg Tablet,Atorvastatin (20mg),Genetic Pharma,92.0,In Stock,Cardiac,1
Atorvastatin,20.0,Heartin 20mg Tablet,Atorvastatin (20mg),SBS Biosciences,46.0,In Stock,Cardiac,1
Aspirin,75.0,Ecosprin 75 Tablet,Aspirin (75mg),USV Private Limited,5.0,In Stock,Cardiac,1
Aspirin,75.0,Delisprin 75 Tablet,Aspirin (75mg),Aristo Pharmaceuticals Pvt Ltd,5.29,In Stock,Cardiac,1
Clopidogrel,75.0,Clopicard  75mg Tablet,Clopidogrel (75mg),Cipla Ltd,57.6,In Stock,Cardiac,1
Clopidogrel,75.0,Clopivas 75 Tablet,Clopidogrel (75mg),Cipla Ltd,98.8,In Stock,Cardiac,1
Clopidogrel,75.0,Clopidogrel 75mg Tablet,Clopidogrel (75mg),Biochem Pharmaceutical Industries,35.9,Out of Stock,Cardiac,0
Clopidogrel,75.0,Clopidogrel 75mg Tablet,Clopidogrel (75mg),Cipla Ltd,90.2,Out of Stock,Cardiac,0
Clopidogrel,75.0,Ceruvin 75 Tablet,Clopidogrel (75mg),Sun Pharmaceutical Industries Ltd,106.71,In Stock,Cardiac,1
Clopidogrel,75.0,Clopiril 75 Tablet,Clopidogrel (75mg),Zeelab Pharmacy Pvt Ltd,15.0,In Stock,Cardiac,1
Clopidogrel,75.0,Danavish Clopidogrel 75mg Tablet,Clopidogrel (75mg),Danavish Healthcare,22.1,Out of Stock,Cardiac,0
Clopidogrel,75.0,Genericart Clopidogrel 75mg Tablet,Clopidogrel (75mg),Swast Aushadhi Seva Generic Medicine Store,67.1,Out of Stock,Cardiac,0
Clopidogrel,75.0,DavaIndia Clopidogrel 75mg Tablet,Clopidogrel (75mg),Davaindia Generic Pharmacy,16.6,Out of Stock,Cardiac,0
Clopidogrel,75.0,StayHappi Clopidogrel 75mg Tablet,Clopidogrel (75mg),Sarvagunaushdhi Pvt Ltd,27.6,Out of Stock,Cardiac,0
Clopidogrel,75.0,Clopinox 75mg Tablet,Clopidogrel (75mg),Leeford Healthcare Ltd,36.7,In Stock,Cardiac,1
Enalapril,5.0,ENvas 5 Tablet,Enalapril (5mg),Cadila Pharmaceuticals Ltd,59.2,In Stock,Cardiac,1
Enalapril,5.0,StayHappi Enalapril 5mg Tablet,Enalapril (5mg),Sarvagunaushdhi Pvt Ltd,16.6,In Stock,Cardiac,1
Enalapril,5.0,eNam 5 Tablet,Enalapril (5mg),Dr Reddy's Laboratories Ltd,59.2,In Stock,Cardiac,1
Enalapril,5.0,Dilvas 5 Tablet,Enalapril (5mg),Cipla Ltd,26.7,In Stock,Cardiac,1
Enalapril,5.0,Enalapril 5mg Tablet,Enalapril (5mg),Globela Pharma Pvt Ltd,26.7,Out of Stock,Cardiac,0
Enalapril,5.0,Genericart Enalapril 5mg Tablet,Enalapril (5mg),Swast Aushadhi Seva Generic Medicine Store,30.4,Out of Stock,Cardiac,0
Enalapril,5.0,DavaIndia Enalapril 5mg Tablet,Enalapril (5mg),Davaindia Generic Pharmacy,7.4,Out of Stock,Cardiac,0
Enalapril,5.0,Enapril 5 Tablet,Enalapril (5mg),Intas Pharmaceuticals Ltd,59.2,In Stock,Cardiac,1
Enalapril,5.0,Nuril 5 Tablet,Enalapril (5mg),USV Private Limited,39.48,In Stock,Cardiac,1
Enalapril,5.0,Enal 5mg Tablet,Enalapril (5mg),East West Pharma,31.0,In Stock,Cardiac,1
Enalapril,5.0,Enapil 5mg Tablet,Enalapril (5mg),Psychotropics India Ltd,18.6,In Stock,Cardiac,1
Enalapril,5.0,E Pril 5mg Tablet,Enalapril (5mg),Mano Pharma Pvt Ltd,20.5,In Stock,Cardiac,1
Enalapril,5.0,Elrik 5mg Tablet,Enalapril (5mg),Lanark Laboratories Pvt Ltd,20.7,In Stock,Cardiac,1
Enalapril,5.0,Ecard 5mg Tablet,Enalapril (5mg),Biogenetic Pharmaceuticals,19.3,In Stock,Cardiac,1
Enalapril,5.0,Eopril 5mg Tablet,Enalapril (5mg),Biochem Pharmaceutical Industries,30.9,In Stock,Cardiac,1
Enalapril,5.0,Cardiril 5mg Tablet,Enalapril (5mg),Shine Pharmaceuticals Ltd,23.6,In Stock,Cardiac,1
Enalapril,5.0,Colpril 5mg Tablet,Enalapril (5mg),Zenlabs Ethica Ltd,27.6,In Stock,Cardiac,1
Enalapril,5.0,Frenapril 5 Tablet,Enalapril (5mg),Fredun Pharmaceuticals Limited,32.2,In Stock,Cardiac,1
Enalapril,5.0,Enamine 5mg Tablet,Enalapril (5mg),Shinto Organics (P) Limited,35.0,In Stock,Cardiac,1
Enalapril,5.0,Enalap 5mg Tablet,Enalapril (5mg),Mapra Laboratories Pvt Ltd,13.5,In Stock,Cardiac,1
Enalapril,5.0,Epril 5mg Tablet,Enalapril (5mg),Sain Medicaments Pvt Ltd,18.4,In Stock,Cardiac,1
Enalapril,5.0,AB-Pril 5mg Tablet,Enalapril (5mg),ABS Remedies Pvt Ltd,22.1,In Stock,Cardiac,1
Enalapril,5.0,Enalros 5mg Tablet,Enalapril (5mg),Roussel Laboratories Pvt Ltd,30.0,In Stock,Cardiac,1
Enalapril,5.0,Epm 5mg Tablet,Enalapril (5mg),Strides shasun Ltd,29.4,In Stock,Cardiac,1
Enalapril,5.0,Eneril 5mg Tablet,Enalapril (5mg),Anthus Pharmaceuticals Pvt Ltd,30.3,In Stock,Cardiac,1
Enalapril,5.0,Lepril 5mg Tablet,Enalapril (5mg),Johnlee Pharmaceuticals Pvt Ltd,25.8,In Stock,Cardiac,1
Enalapril,5.0,Tenam 5mg Tablet,Enalapril (5mg),Caplet India Pvt Ltd,35.0,In Stock,Cardiac,1
Enalapril,5.0,Enacare 5mg Tablet,Enalapril (5mg),Care Formulation Labs Pvt Ltd,29.4,In Stock,Cardiac,1
Enalapril,5.0,Enalatab 5mg Tablet,Enalapril (5mg),Prevego Healthcare & Research Private Limited,32.2,In Stock,Cardiac,1
Enalapril,5.0,Enap 5mg Tablet,Enalapril (5mg),Camlin Pharma,26.7,In Stock,Cardiac,1
Enalapril,5.0,Enaten 5mg Tablet,Enalapril (5mg),Globus Remedies Ltd,20.2,In Stock,Cardiac,1
Enalapril,5.0,Lapril 5mg Tablet,Enalapril (5mg),Ortin Laboratories Ltd,27.0,In Stock,Cardiac,1
Enalapril,5.0,Converten 5mg Tablet,Enalapril (5mg),Khandelwal Laboratories Pvt Ltd,13.3,In Stock,Cardiac,1
Enalapril,5.0,Enalrite 5mg Tablet,Enalapril (5mg),MHS Pharmaceuticals Pvt Ltd,24.8,In Stock,Cardiac,1
Enalapril,5.0,Apsnal 5mg Tablet,Enalapril (5mg),Aps Biotech Pvt Ltd,22.5,In Stock,Cardiac,1
Enalapril,5.0,Enalet 5mg Tablet,Enalapril (5mg),Ikon Remedies Pvt Ltd,36.0,In Stock,Cardiac,1
Enalapril,5.0,Abenalp 5mg Tablet,Enalapril (5mg),Abbott,28.8,Out of Stock,Cardiac,0
Enalapril,5.0,Canvas 5mg Tablet,Enalapril (5mg),Zydus Cadila,3.9,Out of Stock,Cardiac,0
Enalapril,5.0,Hiril 5mg Tablet,Enalapril (5mg),Hinglaj Laboratories,14.7,Out of Stock,Cardiac,0
Enalapril,5.0,Fribit 5mg Tablet,Enalapril (5mg),Olcare Laboratories,13.7,Out of Stock,Cardiac,0
Enalapril,5.0,Elpril 5mg Tablet,Enalapril (5mg),Elder Pharmaceuticals Ltd,27.6,Out of Stock,Cardiac,0
Enalapril,5.0,Envapen 5mg Tablet,Enalapril (5mg),Morepen Laboratories Ltd,17.5,Out of Stock,Cardiac,0
Enalapril,5.0,Oren 5mg Tablet,Enalapril (5mg),Sun Pharmaceutical Industries Ltd,16.5,Out of Stock,Cardiac,0
Enalapril,5.0,Invoril 5mg Tablet,Enalapril (5mg),Sun Pharmaceutical Industries Ltd,17.2,Out of Stock,Cardiac,0
Enalapril,5.0,Enalkas 5mg Tablet,Enalapril (5mg),Kasdap Healthcare Pvt Ltd,32.2,Out of Stock,Cardiac,0
Enalapril,5.0,Enpril 5mg Tablet,Enalapril (5mg),Wockhardt Ltd,6.3,Out of Stock,Cardiac,0
Enalapril,5.0,Enawin 5mg Tablet,Enalapril (5mg),Innovative Pharmaceuticals,32.4,Out of Stock,Cardiac,0
Enalapril,5.0,Bql 5mg Tablet,Enalapril (5mg),Zydus Cadila,16.1,Out of Stock,Cardiac,0
Enalapril,5.0,Genlapril 5mg Tablet,Enalapril (5mg),Genozed Formulations,20.2,Out of Stock,Cardiac,0
Enalapril,5.0,Enlacard 5mg Tablet,Enalapril (5mg),Intra Labs India Pvt Ltd,30.4,Out of Stock,Cardiac,0
Enalapril,5.0,Normace 5mg Tablet,Enalapril (5mg),Torrent Pharmaceuticals Ltd,26.8,Out of Stock,Cardiac,0
Enalapril,5.0,Canapril 5mg TABLET,Enalapril (5mg),Zydus Healthcare Limited,17.1,Out of Stock,Cardiac,0
Enalapril,5.0,EL 5mg Tablet,Enalapril (5mg),Sunij Pharma Pvt Ltd,21.8,Out of Stock,Cardiac,0
Enalapril,5.0,Enril 5mg Tablet,Enalapril (5mg),Prism Life Sciences Ltd,16.6,Out of Stock,Cardiac,0
Enalapril,5.0,Syvas 5mg Tablet,Enalapril (5mg),Ultramark Healthcare Pvt Ltd,21.2,Out of Stock,Cardiac,0
Enalapril,5.0,Entp 5mg Tablet,Enalapril (5mg),Taurus Laboratories Pvt Ltd,10.6,Out of Stock,Cardiac,0
Enalapril,5.0,Enatol 5mg Tablet,Enalapril (5mg),Mefro Pharmaceuticals Pvt Ltd,11.0,Out of Stock,Cardiac,0
Enalapril,5.0,DR Vas 5mg Tablet,Enalapril (5mg),DR Best pharmaceuticals Pvt Ltd,18.4,Out of Stock,Cardiac,0
Enalapril,5.0,Tenam 5mg Tablet,Enalapril (5mg),Caplet India Pvt Ltd,33.0,Out of Stock,Cardiac,0
Enalapril,5.0,Inopril 5mg Tablet,Enalapril (5mg),Allied Chemicals & Pharmaceuticals Pvt Ltd,20.8,Out of Stock,Cardiac,0
Enalapril,5.0,Enap 5 Tablet,Enalapril (5mg),Dr. Ethix's Product & Services Pvt Ltd,36.9,Out of Stock,Cardiac,0
Enalapril,5.0,Carditab 5mg Tablet,Enalapril (5mg),Walter Bushnell,20.1,Out of Stock,Cardiac,0
Enalapril,5.0,Vasonorm 5mg Tablet,Enalapril (5mg),Kopran Ltd,18.0,Out of Stock,Cardiac,0
Enalapril,5.0,Encardil 5mg Tablet,Enalapril (5mg),Medley Pharmaceuticals,19.3,Out of Stock,Cardiac,0
Enalapril,5.0,Myoace 5mg Tablet,Enalapril (5mg),Merck Ltd,16.5,Out of Stock,Cardiac,0
Enalapril,5.0,Enaro 5mg Tablet,Enalapril (5mg),Euro Biogenics,17.5,Out of Stock,Cardiac,0
Enalapril,5.0,Enlow 5mg Tablet,Enalapril (5mg),Lincoln Pharmaceuticals Ltd,14.6,Out of Stock,Cardiac,0
Enalapril,5.0,Enamate 5mg Tablet,Enalapril (5mg),Glenmark Pharmaceuticals Ltd,13.7,Out of Stock,Cardiac,0
Enalapril,5.0,Euril 5mg Tablet,Enalapril (5mg),Medreich Lifecare Ltd,13.8,Out of Stock,Cardiac,0
Enalapril,5.0,Enapril 5 Tablet,Enalapril (5mg),Intas Pharmaceuticals Ltd,26.6,Out of Stock,Cardiac,0
Enalapril,5.0,Vasonorm 5mg Tablet,Enalapril (5mg),Suvik Hitek Pvt Ltd,29.9,Out of Stock,Cardiac,0
Enalapril,5.0,Enalcyp 5mg Tablet,Enalapril (5mg),Cyper Drugs & Pharmaceuticals Pvt Ltd,13.8,Out of Stock,Cardiac,0
Enalapril,5.0,ENace 5 Tablet,Enalapril (5mg),Abbott,57.2,Out of Stock,Cardiac,0
Enalapril,5.0,Vasopril 5mg Tablet,Enalapril (5mg),Cipla Ltd,15.6,Out of Stock,Cardiac,0
Enalapril,5.0,Anze 5mg Tablet,Enalapril (5mg),Zee Laboratories,21.09,Out of Stock,Cardiac,0
Enalapril,5.0,Renin 5mg Tablet,Enalapril (5mg),Terrace Pharmaceuticals,9.2,Out of Stock,Cardiac,0
Enalapril,5.0,Caven 5mg Tablet,Enalapril (5mg),PJ Pharmaceuticals,20.2,Out of Stock,Cardiac,0
Enalapril,5.0,Hytopril 5mg Tablet,Enalapril (5mg),Curis Lifecare,20.2,Out of Stock,Cardiac,0
Enalapril,5.0,Minipril 5mg Tablet,Enalapril (5mg),Alembic Pharmaceuticals Ltd,5.7,Out of Stock,Cardiac,0
Enalapril,5.0,Newace 5mg Tablet,Enalapril (5mg),Max Life Science,16.6,Out of Stock,Cardiac,0
Enalapril,5.0,Ena 5mg Tablet,Enalapril (5mg),Alkem Laboratories Ltd,17.2,Out of Stock,Cardiac,0
Enalapril,5.0,Rinagrin 5mg Tablet,Enalapril (5mg),Makers Laboratories Ltd,33.1,Out of Stock,Cardiac,0
Enalapril,5.0,Viviril 5mg Tablet,Enalapril (5mg),Piramal Enterprises Ltd,13.0,Out of Stock,Cardiac,0
Enalapril,5.0,Enavib 5mg Tablet,Enalapril (5mg),Vibcare Pharma Pvt Ltd,30.4,Out of Stock,Cardiac,0
Enalapril,5.0,Enariv 5mg Tablet,Enalapril (5mg),East African (India) Overseas,16.6,Out of Stock,Cardiac,0
Enalapril,5.0,Malepril 5 Tablet,Enalapril (5mg),Zeelab Pharmacy Pvt Ltd,7.0,Out of Stock,Cardiac,0
Enalapril,5.0,Enalaid 5 Tablet,Enalapril (5mg),Workcell Solutions Private Limited,32.4,Out of Stock,Cardiac,0
Azithromycin,500.0,Azicip 500 Tablet,Azithromycin (500mg),Cipla Ltd,60.7,In Stock,Antibiotics,1
Azithromycin,500.0,Azax 500 Tablet,Azithromycin (500mg),Sun Pharmaceutical Industries Ltd,54.3,In Stock,Antibiotics,1
Azithromycin,500.0,Azikem 500mg Tablet,Azithromycin (500mg),Alkem Laboratories Ltd,53.7,In Stock,Antibiotics,1
Azithromycin,500.0,Zithrolect 500 Tablet,Azithromycin (500mg),Abbott,59.1,In Stock,Antibiotics,1
Azithromycin,500.0,Azimax 500 Tablet,Azithromycin (500mg),Cipla Ltd,101.0,In Stock,Antibiotics,1
Azithromycin,500.0,Azimax 500 Tablet,Azithromycin (500mg),Cipla Ltd,53.4,In Stock,Antibiotics,1
Azithromycin,500.0,Azrolid 500mg Tablet,Azithromycin (500mg),Leeford Healthcare Ltd,106.0,In Stock,Antibiotics,1
Azithromycin,500.0,Azizoom 500mg Tablet,Azithromycin (500mg),Glenmark Pharmaceuticals Ltd,110.0,In Stock,Antibiotics,1
Azithromycin,500.0,Aziford 500 Tablet,Azithromycin (500mg),Leeford Healthcare Ltd,98.5,In Stock,Antibiotics,1
Azithromycin,500.0,Azenas 500mg Tablet,Azithromycin (500mg),Morepen Laboratories Ltd,121.0,In Stock,Antibiotics,1
Azithromycin,500.0,Azrolid 500mg Tablet,Azithromycin (500mg),Leeford Healthcare Ltd,54.1,In Stock,Antibiotics,1
Azithromycin,500.0,Azithral 500 Tablet,Azithromycin (500mg),Alembic Pharmaceuticals Ltd,122.0,In Stock,Antibiotics,1
Azithromycin,500.0,Azee 500 Tablet,Azithromycin (500mg),Cipla Ltd,122.0,In Stock,Antibiotics,1
Azithromycin,500.0,Azomycin 500 Tablet,Azithromycin (500mg),Cipla Ltd,66.5,Out of Stock,Antibiotics,0
Azithromycin,500.0,Azimed 500mg Tablet,Azithromycin (500mg),Cipla Ltd,52.2,Out of Stock,Antibiotics,0
Azithromycin,500.0,Azitough 500mg Tablet,Azithromycin (500mg),Abbott,54.1,Out of Stock,Antibiotics,0
Azithromycin,500.0,Azipro 500 Tablet,Azithromycin (500mg),Cipla Ltd,53.4,Out of Stock,Antibiotics,0
Azithromycin,500.0,Azymo 500mg Tablet,Azithromycin (500mg),Morepen Laboratories Ltd,69.7,Out of Stock,Antibiotics,0
Azithromycin,500.0,Azivista 500mg Tablet,Azithromycin (500mg),Cadila Pharmaceuticals Ltd,58.5,Out of Stock,Antibiotics,0
Azithromycin,500.0,Azipen 500mg Tablet,Azithromycin (500mg),Safe Pharmaceuticals,59.8,Out of Stock,Antibiotics,0
Azithromycin,500.0,Zithrokem 500mg Tablet,Azithromycin (500mg),Alkem Laboratories Ltd,53.6,Out of Stock,Antibiotics,0
Azithromycin,500.0,Azidoc 500mg Tablet,Azithromycin (500mg),Morepen Laboratories Ltd,57.5,Out of Stock,Antibiotics,0
Azithromycin,500.0,Azintas 500mg Tablet,Azithromycin (500mg),Intas Pharmaceuticals Ltd,51.6,Out of Stock,Antibiotics,0
Azithromycin,500.0,Azento 500mg Tablet,Azithromycin (500mg),Alkem Laboratories Ltd,50.6,Out of Stock,Antibiotics,0
Azithromycin,500.0,Aziford 500mg Tablet,Azithromycin (500mg),Leeford Healthcare Ltd,60.0,Out of Stock,Antibiotics,0
Azithromycin,500.0,Azizoom 500mg Tablet,Azithromycin (500mg),Glenmark Pharmaceuticals Ltd,65.9,Out of Stock,Antibiotics,0
Azithromycin,500.0,Azinol 500mg Tablet,Azithromycin (500mg),Knoll Pharmaceuticals Ltd,55.4,Out of Stock,Antibiotics,0
Azithromycin,500.0,Azax 500 Tablet,Azithromycin (500mg),Sun Pharmaceutical Industries Ltd,121.0,Out of Stock,Antibiotics,0
Azithromycin,500.0,Torthrocin 500mg Tablet,Azithromycin (500mg),Torrent Pharmaceuticals Ltd,95.9,Out of Stock,Antibiotics,0
Azithromycin,500.0,Azintas 500mg Tablet,Azithromycin (500mg),Intas Pharmaceuticals Ltd,98.6,Out of Stock,Antibiotics,0
Azithromycin,500.0,Azidus 500mg Tablet,Azithromycin (500mg),Zydus Healthcare Limited,85.5,Out of Stock,Antibiotics,0
Azithromycin,500.0,Azidoc 500mg Tablet,Azithromycin (500mg),Morepen Laboratories Ltd,51.5,Out of Stock,Antibiotics,0
Azithromycin,500.0,AZILUP 500 MG TABLET,Azithromycin (500mg),Lupin Ltd,72.8,Out of Stock,Antibiotics,0
Azithromycin,500.0,Azymo Star 500mg Tablet,Azithromycin (500mg),Morepen Laboratories Ltd,70.6,Out of Stock,Antibiotics,0
Azithromycin,500.0,Azifast 500 Tablet,Azithromycin (500mg),Ipca Laboratories Ltd,148.0,In Stock,Antibiotics,1
Azithromycin,500.0,Azee 500 Tablet,Azithromycin (500mg),Cipla Ltd,75.5,In Stock,Antibiotics,1
Azithromycin,500.0,Zady 500 Tablet,Azithromycin (500mg),Mankind Pharma Ltd,123.0,In Stock,Antibiotics,1
Azithromycin,500.0,Aziwok 500 Tablet,Azithromycin (500mg),Dr Reddy's Laboratories Ltd,125.8,In Stock,Antibiotics,1
Azithromycin,500.0,Azibact 500 Tablet,Azithromycin (500mg),Ipca Laboratories Ltd,124.0,In Stock,Antibiotics,1
Azithromycin,500.0,Azilide 500 Tablet,Azithromycin (500mg),Micro Labs Ltd,121.0,In Stock,Antibiotics,1
Azithromycin,500.0,Zathrin 500 Tablet,Azithromycin (500mg),FDC Ltd,123.74,In Stock,Antibiotics,1
Azithromycin,500.0,Zithrox 500 Tablet,Azithromycin (500mg),Macleods Pharmaceuticals Pvt Ltd,123.0,In Stock,Antibiotics,1
Azithromycin,500.0,atM 500 Tablet,Azithromycin (500mg),Indoco Remedies Ltd,125.0,In Stock,Antibiotics,1
Azithromycin,500.0,Hhazi 500 Tablet,Azithromycin (500mg),Hegde and Hegde Pharmaceutica LLP,123.69,In Stock,Antibiotics,1
Azithromycin,500.0,Azivent 500 Tablet,Azithromycin (500mg),Aristo Pharmaceuticals Pvt Ltd,112.0,In Stock,Antibiotics,1
Azithromycin,500.0,Zeethrom 500 Tablet,Azithromycin (500mg),Intas Pharmaceuticals Ltd,74.9,In Stock,Antibiotics,1
Azithromycin,500.0,Trulimax 500mg Tablet,Azithromycin (500mg),Pfizer Ltd,75.3,In Stock,Antibiotics,1
Azithromycin,500.0,Azikem 500mg Tablet,Azithromycin (500mg),Alkem Laboratories Ltd,123.0,In Stock,Antibiotics,1
Azithromycin,500.0,Azibest 500 Tablet,Azithromycin (500mg),Blue Cross Laboratories Ltd,117.0,In Stock,Antibiotics,1
Azithromycin,500.0,Zithrocin 500mg Tablet,Azithromycin (500mg),Zydus Healthcare Limited,123.0,In Stock,Antibiotics,1
Azithromycin,500.0,Microbact 500mg Tablet,Azithromycin (500mg),Micro Labs Ltd,121.0,In Stock,Antibiotics,1
Azithromycin,500.0,Zithium 500 Tablet,Azithromycin (500mg),Alkem Laboratories Ltd,125.0,In Stock,Antibiotics,1
Azithromycin,500.0,Zitlin 500 Tablet,Azithromycin (500mg),KLM Laboratories Pvt Ltd,121.0,In Stock,Antibiotics,1
Azithromycin,500.0,Azid 500 Tablet,Azithromycin (500mg),Indi Pharma,122.0,In Stock,Antibiotics,1
